time,mag,place
2023-02-19T13:14:30.362Z,2.1,"17 km NE of Hermleigh, Texas"
2023-02-19T13:08:59.327Z,1.8,"35 km NNW of Ester, Alaska"
2023-02-19T13:08:13.712Z,5,South Sandwich Islands region
2023-02-19T13:05:40.545Z,1.6,"7 km NNW of Nikolaevsk, Alaska"
2023-02-19T12:58:49.650Z,0.87,"10 km NNE of Atka, Alaska"
2023-02-19T12:42:48.140Z,1.1,"3km WNW of Anderson Springs, CA"
2023-02-19T12:42:29.260Z,1.33,"3km E of The Geysers, CA"
2023-02-19T12:33:39.828Z,1.1,"51 km SSE of Denali National Park, Alaska"
2023-02-19T12:33:30.569Z,3.3,"208 km SSE of Atka, Alaska"
2023-02-19T12:31:25.910Z,0.88,"12km SW of Searles Valley, CA"
2023-02-19T12:26:32.840Z,0.98,"6km WNW of Borrego Springs, CA"
2023-02-19T12:24:38.931Z,2.2,"45 km ENE of Pedro Bay, Alaska"
2023-02-19T12:23:05.601Z,3.2,"104 km SSW of Nikolski, Alaska"
2023-02-19T12:21:05.686Z,4.7,Mid-Indian Ridge
2023-02-19T12:18:04.262Z,2.3,"72 km WSW of Nanwalek, Alaska"
2023-02-19T12:16:58.020Z,1.12,"7km NW of The Geysers, CA"
2023-02-19T12:08:02.570Z,4.3,"157 km NE of Neiafu, Tonga"
2023-02-19T12:04:33.897Z,4.6,"8 km SW of Yeşilyurt, Turkey"
2023-02-19T11:59:33.584Z,1.4,"57 km NW of Skwentna, Alaska"
2023-02-19T11:46:42.820Z,0.38,"22 km ENE of West Yellowstone, Montana"
2023-02-19T11:46:24.341Z,3.7,"97 km SSW of Nikolski, Alaska"
2023-02-19T11:46:05.460Z,0.94,"Andreanof Islands, Aleutian Islands, Alaska"
2023-02-19T11:44:00.700Z,1.42,"92 km W of Adak, Alaska"
2023-02-19T11:43:18.200Z,1.21,"95 km W of Adak, Alaska"
2023-02-19T11:41:42.447Z,2.9,"15 km NE of Hermleigh, Texas"
2023-02-19T11:38:55.636Z,1.9,"79 km SW of Adak, Alaska"
2023-02-19T11:32:18.610Z,0.34,"36 km E of Port Heiden, Alaska"
2023-02-19T11:29:23.328Z,1.5,"24 km WNW of Petersville, Alaska"
2023-02-19T11:27:01.460Z,0.77,"7km W of Cobb, CA"
2023-02-19T11:26:48.110Z,3.5,"96 km SSW of Nikolski, Alaska"
2023-02-19T11:26:44.138Z,0.7,"9 km NNW of Harding-Birch Lakes, Alaska"
2023-02-19T11:26:14.280Z,1.34,"7km W of Cobb, CA"
2023-02-19T11:21:05.867Z,1,"21 km N of Four Mile Road, Alaska"
2023-02-19T11:19:20.050Z,0.66,"8km SSW of Llano, CA"
2023-02-19T11:17:55.697Z,2.5,"19 km N of Four Mile Road, Alaska"
2023-02-19T11:12:48.276Z,0.9,"47 km S of Dry Creek, Alaska"
2023-02-19T11:08:52.780Z,1.21,"Andreanof Islands, Aleutian Islands, Alaska"
2023-02-19T11:08:43.450Z,0.99,"91 km W of Adak, Alaska"
2023-02-19T11:05:18.000Z,-0.26,"34 km E of Port Heiden, Alaska"
2023-02-19T11:04:17.220Z,1.28,"93 km W of Adak, Alaska"
2023-02-19T11:01:35.191Z,2.7,"16 km W of Willow, Alaska"
2023-02-19T10:58:12.740Z,1.86000001,"Island of Hawaii, Hawaii"
2023-02-19T10:52:35.402Z,1.2,"41 km WNW of Valdez, Alaska"
2023-02-19T10:51:56.553Z,2.8,"116 km E of McCarthy, Alaska"
2023-02-19T10:51:44.273Z,1.8,"36 km NNW of Toyah, Texas"
2023-02-19T10:46:04.450Z,1.04,"90 km W of Adak, Alaska"
2023-02-19T10:42:52.755Z,1.1,"9 km NNW of Fishhook, Alaska"
2023-02-19T10:28:43.118Z,1,"93 km W of Skwentna, Alaska"
2023-02-19T10:23:25.912Z,2.7,"84 km W of Adak, Alaska"
2023-02-19T10:17:20.000Z,0.94,"90 km W of Adak, Alaska"
2023-02-19T10:16:30.880Z,2,"35 km E of King Cove, Alaska"
2023-02-19T10:14:04.240Z,1.26,"93 km W of Adak, Alaska"
2023-02-19T10:09:00.637Z,1.2,"25 km NW of Fishhook, Alaska"
2023-02-19T10:06:35.679Z,1.1,"47 km SSE of Denali National Park, Alaska"
2023-02-19T10:05:46.795Z,1.7,Central California
2023-02-19T10:05:30.248Z,4.5,"6 km NW of Sibayo, Peru"
2023-02-19T10:05:08.844Z,1.3,"36 km SW of Cantwell, Alaska"
2023-02-19T10:03:33.580Z,3.08,"7 km SE of Maria Antonia, Puerto Rico"
2023-02-19T09:58:42.902Z,1.2,"12 km SSW of Willow, Alaska"
2023-02-19T09:52:35.130Z,0.87,"94 km W of Adak, Alaska"
2023-02-19T09:46:18.640Z,-0.03,"85 km NW of Karluk, Alaska"
2023-02-19T09:39:27.890Z,0.44,"2km NNW of The Geysers, CA"
2023-02-19T09:36:03.470Z,2.13,"10 km NE of Pāhala, Hawaii"
2023-02-19T09:32:58.550Z,0.83,"7km W of Cobb, CA"
2023-02-19T09:32:24.840Z,0.2,"13km ENE of Cloverdale, CA"
2023-02-19T09:28:54.198Z,4,"109 km SSW of Żurrieq, Malta"
2023-02-19T09:22:03.612Z,1.2,"26 km WSW of Petersville, Alaska"
2023-02-19T09:05:40.947Z,1.1,"11 km NNW of Glennallen, Alaska"
2023-02-19T09:03:25.490Z,-0.4,Alaska Peninsula
2023-02-19T09:02:03.422Z,1,"43 km ENE of Susitna North, Alaska"
2023-02-19T08:55:35.300Z,0.6,"10km NE of Aguanga, CA"
2023-02-19T08:54:02.772Z,1.4,"19 km ENE of Point Possession, Alaska"
2023-02-19T08:53:43.452Z,3,"113 km SSW of Nikolski, Alaska"
2023-02-19T08:48:13.700Z,0.04,"21 km ENE of West Yellowstone, Montana"
2023-02-19T08:47:14.173Z,1.4,"33 km W of Cantwell, Alaska"
2023-02-19T08:45:34.923Z,0.9,"23 km SSW of Dry Creek, Alaska"
2023-02-19T08:43:10.420Z,0.25,"23km ESE of Anza, CA"
2023-02-19T08:42:53.160Z,0.76,"23km ESE of Anza, CA"
2023-02-19T08:41:00.560Z,0.71,"15 km E of Hebgen Lake Estates, Montana"
2023-02-19T08:38:59.510Z,-0.54,"86 km NW of Karluk, Alaska"
2023-02-19T08:38:24.620Z,-0.2,"21 km ENE of West Yellowstone, Montana"
2023-02-19T08:37:57.140Z,0.44,"22 km ENE of West Yellowstone, Montana"
2023-02-19T08:33:23.430Z,0.85,"5km W of Cobb, CA"
2023-02-19T08:32:53.338Z,1.5,"4 km SSE of Big Lake, Alaska"
2023-02-19T08:32:41.800Z,-0.67,"64 km ENE of Pedro Bay, Alaska"
2023-02-19T08:32:28.621Z,3.2,"108 km SSW of Nikolski, Alaska"
2023-02-19T08:29:54.850Z,0.01,"Fox Islands, Aleutian Islands, Alaska"
2023-02-19T08:25:32.970Z,1.19,"23km N of Yucca Valley, CA"
2023-02-19T08:24:02.590Z,1.33,"93 km W of Adak, Alaska"
2023-02-19T08:18:53.845Z,1.9,"93 km W of Adak, Alaska"
2023-02-19T08:09:54.170Z,0.39,"14 km SSE of Carbonado, Washington"
2023-02-19T08:09:40.603Z,0.9,northern Alaska
2023-02-19T08:05:31.530Z,2.24000001,"Island of Hawaii, Hawaii"
2023-02-19T08:00:03.547Z,0.9,"14 km SW of Indian Springs, Nevada"
2023-02-19T07:54:32.421Z,4.8,near the coast of Nicaragua
2023-02-19T07:48:39.290Z,1,"4km WNW of Frazier Park, CA"
2023-02-19T07:47:06.090Z,1.2,"5 km SE of Houston, Alaska"
2023-02-19T07:43:30.220Z,1.24,"7km SSE of San Juan Bautista, CA"
2023-02-19T07:37:45.261Z,2,"93 km W of Adak, Alaska"
2023-02-19T07:37:25.530Z,1.35,"93 km W of Adak, Alaska"
2023-02-19T07:36:31.875Z,2.1,"93 km W of Adak, Alaska"
2023-02-19T07:35:04.063Z,2,"92 km W of Adak, Alaska"
2023-02-19T07:34:52.430Z,1.46,"7 km SE of Ridgely, Tennessee"
2023-02-19T07:33:32.920Z,2.46,"7 km SE of Maria Antonia, Puerto Rico"
2023-02-19T07:32:26.340Z,1.2,"93 km W of Adak, Alaska"
2023-02-19T07:32:14.090Z,1.14,"94 km W of Adak, Alaska"
2023-02-19T07:30:31.701Z,1.6,"26 km W of Happy Valley, Alaska"
2023-02-19T07:30:10.441Z,2.9,"91 km W of Adak, Alaska"
2023-02-19T07:29:42.173Z,1.3,"48 km SSE of Nelchina, Alaska"
2023-02-19T07:27:54.631Z,-0.2,"47 km ESE of Beatty, Nevada"
2023-02-19T07:27:05.286Z,2.5,"103 km SE of Unalaska, Alaska"
2023-02-19T07:21:55.344Z,4.2,"Hindu Kush region, Afghanistan"
2023-02-19T07:21:44.260Z,1.82000005,"10 km ENE of Pāhala, Hawaii"
2023-02-19T07:11:39.433Z,4.6,Kuril Islands
2023-02-19T07:09:17.700Z,1.95,"34km ENE of Maneadero, B.C., MX"
2023-02-19T07:05:44.990Z,1.45,"5 km S of Pāhala, Hawaii"
2023-02-19T07:04:23.762Z,1.7,"38 km NNW of Toyah, Texas"
2023-02-19T07:01:35.281Z,1.5,"76 km NNE of Petersville, Alaska"
2023-02-19T06:57:11.857Z,0.8,"24 km W of Lake Minchumina, Alaska"
2023-02-19T06:55:40.260Z,2.54,Puerto Rico region
2023-02-19T06:52:30.009Z,1.5,"12 km E of Susitna North, Alaska"
2023-02-19T06:51:50.760Z,1.95,"6km ESE of Kettleman City, CA"
2023-02-19T06:49:26.930Z,1.91999996,"9 km E of Pāhala, Hawaii"
2023-02-19T06:36:47.050Z,2.24,"10 km ENE of Pāhala, Hawaii"
2023-02-19T06:32:51.400Z,2.46,"15 km S of Fern Forest, Hawaii"
2023-02-19T06:32:06.925Z,1.9,"37 km ENE of Pedro Bay, Alaska"
2023-02-19T06:30:50.120Z,0.66,"8km NW of The Geysers, CA"
2023-02-19T06:27:29.830Z,1.42,"2km NE of Grand Terrace, CA"
2023-02-19T06:23:24.413Z,1.6,"66 km E of Cantwell, Alaska"
2023-02-19T06:20:32.474Z,1.8,"54 km SSE of Whites City, New Mexico"
2023-02-19T06:20:18.900Z,0.72,"3km SE of The Geysers, CA"
2023-02-19T06:11:14.568Z,2,"53 km ESE of Nikolski, Alaska"
2023-02-19T05:54:02.820Z,1.19,"93 km W of Adak, Alaska"
2023-02-19T05:52:03.269Z,1.3,"16 km W of Willow, Alaska"
2023-02-19T05:48:41.520Z,1.17,"26km ENE of Pine Valley, CA"
2023-02-19T05:46:33.758Z,1.1,"24 km WNW of Fishhook, Alaska"
2023-02-19T05:46:13.700Z,0.27,"33 km ESE of Port Heiden, Alaska"
2023-02-19T05:38:30.410Z,1.8,"61 km W of Nanwalek, Alaska"
2023-02-19T05:27:08.120Z,1.32,"95 km W of Adak, Alaska"
2023-02-19T05:24:34.922Z,3.2,off the coast of Oregon
2023-02-19T05:21:36.477Z,1.5,"22 km NNW of Midland, Texas"
2023-02-19T05:21:18.742Z,3,"137 km SSE of Old Harbor, Alaska"
2023-02-19T05:20:04.670Z,1.92999995,"10 km ENE of Pāhala, Hawaii"
2023-02-19T05:19:38.544Z,3.8,"Fox Islands, Aleutian Islands, Alaska"
2023-02-19T05:18:56.604Z,1.9,"Andreanof Islands, Aleutian Islands, Alaska"
2023-02-19T05:17:10.971Z,1.8,"87 km NNE of Dawson City, Canada"
2023-02-19T05:10:59.410Z,2,"90 km W of Adak, Alaska"
2023-02-19T05:06:35.660Z,0.9,"37 km SSW of Cantwell, Alaska"
2023-02-19T05:05:02.470Z,3.55,"76 km SE of Punta Cana, Dominican Republic"
2023-02-19T05:03:50.962Z,2.1,"61 km SSW of Adak, Alaska"
2023-02-19T04:48:50.150Z,1.09,"6km NW of The Geysers, CA"
2023-02-19T04:47:17.731Z,4.9,"Mindanao, Philippines"
2023-02-19T04:40:20.920Z,0.77,"11km NNE of Morgan Hill, CA"
2023-02-19T04:37:57.811Z,2,"32 km SE of Cantwell, Alaska"
2023-02-19T04:33:18.770Z,1.44,"37 km E of Port Heiden, Alaska"
2023-02-19T04:32:44.262Z,4.3,"35 km NW of Kandrian, Papua New Guinea"
2023-02-19T04:32:29.936Z,1.6,"1 km NW of Ninilchik, Alaska"
2023-02-19T04:32:20.748Z,3,"63 km ESE of Atka, Alaska"
2023-02-19T04:32:13.977Z,3.3,"175 km SSE of Atka, Alaska"
2023-02-19T04:30:28.350Z,1.02,"1km NE of The Geysers, CA"
2023-02-19T04:26:39.644Z,1.9,"17 km SE of Livengood, Alaska"
2023-02-19T04:22:03.022Z,3,"89 km W of Adak, Alaska"
2023-02-19T04:21:31.940Z,1.47,"90 km W of Adak, Alaska"
2023-02-19T04:11:09.720Z,0.34,"61 km SE of Pedro Bay, Alaska"
2023-02-19T04:10:31.720Z,0.66,"8km NW of The Geysers, CA"
2023-02-19T04:07:41.082Z,4.3,"18 km NE of Nurdağı, Turkey"
2023-02-19T04:07:40.780Z,1.66,"43km ENE of Ensenada, B.C., MX"
2023-02-19T04:06:17.537Z,4.2,"12 km NNE of Nurdağı, Turkey"
2023-02-19T04:03:37.576Z,4.6,"105 km WNW of Sake, Democratic Republic of the Congo"
2023-02-19T04:03:06.070Z,1.01,"88 km W of Adak, Alaska"
2023-02-19T03:59:10.171Z,4.1,"16 km SSE of Nurdağı, Turkey"
2023-02-19T03:52:33.579Z,2.4,"63 km W of Salamatof, Alaska"
2023-02-19T03:50:04.755Z,2.2,"62 km SE of Adak, Alaska"
2023-02-19T03:38:41.270Z,0.8,"6km NNE of Lake Henshaw, CA"
2023-02-19T03:15:41.867Z,2.2,"90 km SW of False Pass, Alaska"
2023-02-19T03:09:53.480Z,1,"90 km NW of Lake Minchumina, Alaska"
2023-02-19T03:02:48.356Z,1.1,"32 km SSW of Denali National Park, Alaska"
2023-02-19T02:46:08.488Z,2.7,"87 km SE of False Pass, Alaska"
2023-02-19T02:43:31.430Z,1.11,"11km SW of Searles Valley, CA"
2023-02-19T02:40:40.497Z,5.3,"109 km WNW of Iquique, Chile"
2023-02-19T02:37:20.090Z,0.83,"14km ESE of Julian, CA"
2023-02-19T02:28:54.880Z,2.1,"45 km WNW of Nanwalek, Alaska"
2023-02-19T02:28:01.750Z,1.23,"25km NNW of Tehachapi, CA"
2023-02-19T02:24:23.390Z,2.92,"10 km WNW of Dutch John, Utah"
2023-02-19T02:21:57.790Z,1.74,"23km N of Yucca Valley, CA"
2023-02-19T02:19:49.718Z,1.1,"87 km S of McCarthy, Alaska"
2023-02-19T02:19:26.360Z,0.6,"Fox Islands, Aleutian Islands, Alaska"
2023-02-19T02:16:24.680Z,1.81,"1km NE of The Geysers, CA"
2023-02-19T02:11:23.770Z,0.1,"86 km NW of Karluk, Alaska"
2023-02-19T02:10:36.800Z,1.3,"3km SSW of Anderson Springs, CA"
2023-02-19T02:06:19.140Z,-0.08,"86 km NW of Karluk, Alaska"
2023-02-19T02:05:18.830Z,0.78,"86 km NW of Karluk, Alaska"
2023-02-19T02:01:36.990Z,1.43,"6km NW of The Geysers, CA"
2023-02-19T01:59:24.056Z,1,"115 km E of McCarthy, Alaska"
2023-02-19T01:48:38.869Z,4.3,"14 km SW of Montecristi, Ecuador"
2023-02-19T01:48:24.110Z,0.46,"23 km SSW of Mammoth, Wyoming"
2023-02-19T01:46:57.181Z,4.2,"62 km W of Nanwalek, Alaska"
2023-02-19T01:45:47.570Z,2.5,"205 km WSW of Yakutat, Alaska"
2023-02-19T01:43:43.170Z,1.5,"8 km SW of Willow, Alaska"
2023-02-19T01:41:02.390Z,1.23,Tennessee
2023-02-19T01:39:56.960Z,1.02,"28 km ESE of Port Heiden, Alaska"
2023-02-19T01:34:02.943Z,1.7,"38 km NW of Skwentna, Alaska"
2023-02-19T01:28:34.590Z,1.66,"26km SE of Ocotillo Wells, CA"
2023-02-19T01:27:09.830Z,1.36,"90 km W of Adak, Alaska"
2023-02-19T01:25:23.678Z,1.2,"86 km E of McCarthy, Alaska"
2023-02-19T01:17:05.790Z,0.75,"1km NW of The Geysers, CA"
2023-02-19T01:14:37.560Z,0.51,"86 km NNW of Karluk, Alaska"
2023-02-19T01:09:39.310Z,0.61,"1km NE of The Geysers, CA"
2023-02-19T01:06:59.230Z,0.91,"12km ESE of Mammoth Lakes, CA"
2023-02-19T01:01:10.570Z,0.78,"5km NW of The Geysers, CA"
2023-02-19T01:00:50.960Z,1.77,Oklahoma
2023-02-19T00:56:39.199Z,1.2,Alaska Peninsula
2023-02-19T00:56:36.964Z,2.6,"8 km SSW of Willow, Alaska"
2023-02-19T00:56:11.587Z,4.3,"12 km ENE of Saimbeyli, Turkey"
2023-02-19T00:49:18.058Z,4.4,"278 km NW of Nuku‘alofa, Tonga"
2023-02-19T00:47:53.320Z,1.19,"7km NW of The Geysers, CA"
2023-02-19T00:46:47.940Z,1.57,"Andreanof Islands, Aleutian Islands, Alaska"
2023-02-19T00:41:43.800Z,0.8,"0 km ESE of Carnelian Bay, California"
2023-02-19T00:31:49.155Z,1.1,"51 km ESE of Denali National Park, Alaska"
2023-02-19T00:31:47.777Z,1.4,"6 km NE of Point MacKenzie, Alaska"
2023-02-19T00:30:14.110Z,-0.07,"37 km NNE of Amboy, Washington"
2023-02-19T00:05:49.952Z,1.6,"11 km ENE of Fox, Alaska"
2023-02-19T00:02:15.949Z,1.7,"48 km NW of Beluga, Alaska"
2023-02-19T00:01:20.030Z,-0.19,"86 km NW of Karluk, Alaska"
2023-02-19T00:00:18.220Z,1.07,"2km NW of The Geysers, CA"
2023-02-18T23:59:34.618Z,3,"100 km SW of Adak, Alaska"
2023-02-18T23:56:48.930Z,0.74,"2km NW of The Geysers, CA"
2023-02-18T23:48:10.550Z,-0.33,"83 km NW of Karluk, Alaska"
2023-02-18T23:40:02.096Z,1.6,"15 km ESE of Clam Gulch, Alaska"
2023-02-18T23:32:48.230Z,0.18,Alaska Peninsula
2023-02-18T23:32:24.920Z,0.85,"23 km SSW of Mammoth, Wyoming"
2023-02-18T23:30:59.210Z,-0.01,"86 km NNW of Karluk, Alaska"
2023-02-18T23:30:11.590Z,-0.61,"85 km NNW of Karluk, Alaska"
2023-02-18T23:23:23.980Z,1.73,"12km SE of Bodfish, CA"
2023-02-18T23:22:02.380Z,0.39,"6km WNW of Cobb, CA"
2023-02-18T23:14:16.220Z,0.26,"7km NW of The Geysers, CA"
2023-02-18T23:06:34.916Z,4.5,South Sandwich Islands region
2023-02-18T23:04:08.081Z,2.4,"42 km NNW of Beluga, Alaska"
2023-02-18T23:03:05.046Z,5.4,"218 km ENE of Levuka, Fiji"
2023-02-18T22:58:03.130Z,1.79999995,"Hawaii region, Hawaii"
2023-02-18T22:57:34.030Z,1.03,"7km NW of The Geysers, CA"
2023-02-18T22:48:35.800Z,2.71,"13 km ESE of Pāhala, Hawaii"
2023-02-18T22:47:24.258Z,1.3,"61 km N of Karluk, Alaska"
2023-02-18T22:42:31.410Z,2.19,"9 km ENE of Pāhala, Hawaii"
2023-02-18T22:41:37.470Z,1.16,"6km SW of Morongo Valley, CA"
2023-02-18T22:38:08.900Z,1.38,"2km NW of The Geysers, CA"
2023-02-18T22:36:50.110Z,1.58,"2km NW of The Geysers, CA"
2023-02-18T22:34:34.770Z,1.87,"2km NW of The Geysers, CA"
2023-02-18T22:34:34.750Z,1.75,"2km NW of The Geysers, CA"
2023-02-18T22:33:57.310Z,2.57,"2km NW of The Geysers, CA"
2023-02-18T22:28:10.952Z,2.7,"52 km S of Adak, Alaska"
2023-02-18T22:23:37.110Z,1.33,"6km NW of The Geysers, CA"
2023-02-18T22:14:55.600Z,1.43,"6km NW of The Geysers, CA"
2023-02-18T22:13:51.322Z,4.9,"89 km WNW of Iquique, Chile"
2023-02-18T22:11:05.100Z,2.59,"5 km SE of La Parguera, Puerto Rico"
2023-02-18T22:07:52.120Z,0.97,"92 km W of Adak, Alaska"
2023-02-18T22:07:23.470Z,1.04,"92 km W of Adak, Alaska"
2023-02-18T22:04:36.611Z,2,"93 km W of Adak, Alaska"
2023-02-18T22:03:53.760Z,0.5,"7km NW of The Geysers, CA"
2023-02-18T22:01:47.615Z,2.5,"23 km SW of Tyonek, Alaska"
2023-02-18T21:59:50.450Z,1.55,"7km NW of The Geysers, CA"
2023-02-18T21:54:38.175Z,2.5,Alaska Peninsula
2023-02-18T21:51:00.170Z,1.89,"14 km NNW of Amanda Park, Washington"
2023-02-18T21:49:45.167Z,4.6,South Sandwich Islands region
2023-02-18T21:49:02.230Z,1.07,"23km N of Yucca Valley, CA"
2023-02-18T21:33:23.810Z,1.04,"8km NW of The Geysers, CA"
2023-02-18T21:33:10.958Z,4,"183 km WNW of Panguna, Papua New Guinea"
2023-02-18T21:27:58.990Z,5.7,South Sandwich Islands region
2023-02-18T21:23:13.190Z,0.62,"8km SW of Idyllwild, CA"
2023-02-18T21:18:34.635Z,4.6,"162 km NNW of Palu, Indonesia"
2023-02-18T21:15:11.642Z,0.8,"15 km E of Minto, Alaska"
2023-02-18T21:03:35.226Z,2.1,"37 km E of Pedro Bay, Alaska"
2023-02-18T20:59:20.233Z,1.2,"27 km NNW of Glacier View, Alaska"
2023-02-18T20:50:10.517Z,1.9,"19 km W of Kalifornsky, Alaska"
2023-02-18T20:43:06.790Z,4.4,"Flores region, Indonesia"
2023-02-18T20:42:48.950Z,-0.06,Alaska Peninsula
2023-02-18T20:41:10.000Z,1.27,"6km WSW of Beaumont, CA"
2023-02-18T20:34:20.510Z,3.14,"74 km N of Brenas, Puerto Rico"
2023-02-18T20:29:52.791Z,2.4,"56 km S of Whites City, New Mexico"
2023-02-18T20:21:51.260Z,1.26,"93 km W of Adak, Alaska"
2023-02-18T20:18:07.690Z,2.25,"20km S of Kettleman City, CA"
2023-02-18T20:14:30.584Z,4.7,"48 km S of Lithakiá, Greece"
2023-02-18T20:06:40.859Z,2,"6 km SSW of Hennessey, Oklahoma"
2023-02-18T20:03:06.245Z,2,"93 km W of Adak, Alaska"
2023-02-18T19:58:07.460Z,-0.18,"65 km ENE of Pedro Bay, Alaska"
2023-02-18T19:56:54.037Z,1.1,Central Alaska
2023-02-18T19:55:20.681Z,4.6,South Sandwich Islands region
2023-02-18T19:53:34.400Z,1.91999996,"4 km SSE of Pāhala, Hawaii"
2023-02-18T19:43:18.880Z,-0.18,"84 km NW of Karluk, Alaska"
2023-02-18T19:33:52.650Z,0.37,"10km NW of The Geysers, CA"
2023-02-18T19:33:06.790Z,1.6,"Andreanof Islands, Aleutian Islands, Alaska"
2023-02-18T19:31:31.398Z,5,"9 km ENE of Göksun, Turkey"
2023-02-18T19:31:31.180Z,2.24,"2 km W of Tallaboa, Puerto Rico"
2023-02-18T19:31:14.699Z,4.5,"11 km NNE of Ocoruro, Peru"
2023-02-18T19:28:54.250Z,1.38,"91 km W of Adak, Alaska"
2023-02-18T19:24:24.809Z,1.4,"28 km NW of Petersville, Alaska"
2023-02-18T19:21:30.266Z,1.1,"82 km NNW of Karluk, Alaska"
2023-02-18T19:20:12.600Z,0.4,"83 km NNW of Karluk, Alaska"
2023-02-18T19:13:58.160Z,1.02,"7km WNW of The Geysers, CA"
2023-02-18T19:08:10.748Z,2.1,"93 km W of Adak, Alaska"
2023-02-18T18:54:26.380Z,0.51,"2km NNE of The Geysers, CA"
2023-02-18T18:53:06.669Z,4.2,"86 km E of Bhamo, Myanmar"
2023-02-18T18:50:40.050Z,0.28,"2km NNW of The Geysers, CA"
2023-02-18T18:46:07.890Z,1.26,"4km NNW of The Geysers, CA"
2023-02-18T18:45:53.340Z,1.79999995,"4 km S of Pāhala, Hawaii"
2023-02-18T18:36:46.040Z,1.06,"19km NNE of Ridgecrest, CA"
2023-02-18T18:36:17.640Z,-0.48,Alaska Peninsula
2023-02-18T18:33:24.510Z,0.42,"6km NW of The Geysers, CA"
2023-02-18T18:30:34.581Z,2.7,"203 km ESE of Nikolski, Alaska"
2023-02-18T18:25:28.860Z,-0.19,Southern Alaska
2023-02-18T18:17:49.690Z,0.71,"12km ENE of Ridgecrest, CA"
2023-02-18T18:14:37.265Z,1.9,"93 km W of Adak, Alaska"
2023-02-18T18:09:46.760Z,1.48,"94 km W of Adak, Alaska"
2023-02-18T18:05:56.182Z,1,"29 km NNE of Paxson, Alaska"
2023-02-18T17:59:48.828Z,2.5,"71 km SSW of Nikolski, Alaska"
2023-02-18T17:54:58.900Z,1.64,"20km S of Kettleman City, CA"
2023-02-18T17:53:42.928Z,1.6,"46 km W of Cantwell, Alaska"
2023-02-18T17:47:27.817Z,1.9,"54 km WNW of Anchor Point, Alaska"
2023-02-18T17:41:50.359Z,2.2,"104 km SW of Adak, Alaska"
2023-02-18T17:40:47.920Z,1.26,"9km NE of Aguanga, CA"
2023-02-18T17:38:40.159Z,1.6,"36 km NNW of Valdez, Alaska"
2023-02-18T17:33:06.480Z,1.31,"4km W of Cobb, CA"
2023-02-18T17:32:57.357Z,4.7,"57 km NNE of Limín Khersonísou, Greece"
2023-02-18T17:32:00.640Z,0.33,"7km W of Cobb, CA"
2023-02-18T17:13:29.885Z,2.1,"95 km W of Adak, Alaska"
2023-02-18T17:12:47.787Z,1.2,"67 km N of Chickaloon, Alaska"
2023-02-18T17:06:38.920Z,0.7,"5km NW of The Geysers, CA"
2023-02-18T17:02:37.300Z,0.22,"85 km NW of Karluk, Alaska"
2023-02-18T17:00:32.600Z,2.41,"10 km NE of Pāhala, Hawaii"
2023-02-18T16:58:54.811Z,1.3,"49 km SW of Cantwell, Alaska"
2023-02-18T16:50:02.660Z,2.01,"94 km W of Adak, Alaska"
2023-02-18T16:48:56.736Z,2.3,"56 km ENE of Pedro Bay, Alaska"
2023-02-18T16:45:49.780Z,-0.36,"84 km NW of Karluk, Alaska"
2023-02-18T16:37:46.037Z,1.3,"60 km NNE of Keeler, California"
2023-02-18T16:37:07.130Z,0.84,"41 km ENE of Adak, Alaska"
2023-02-18T16:35:45.220Z,-0.42,"86 km NNW of Karluk, Alaska"
2023-02-18T16:35:17.059Z,2.5,"204 km N of Lavrentiya, Russia"
2023-02-18T16:29:22.482Z,0.9,"55 km E of McCarthy, Alaska"
2023-02-18T16:25:52.170Z,0.86,"22 km SSW of Mammoth, Wyoming"
2023-02-18T16:23:27.379Z,0.7,"18 km E of Livengood, Alaska"
2023-02-18T16:21:52.290Z,2.38,"2 km SE of Maria Antonia, Puerto Rico"
2023-02-18T16:19:02.052Z,1.8,"53 km E of Pedro Bay, Alaska"
2023-02-18T16:14:41.695Z,4,"15 km SW of Çelikhan, Turkey"
2023-02-18T16:14:07.980Z,-0.39,"82 km NNW of Karluk, Alaska"
2023-02-18T16:13:28.220Z,-0.48,"83 km NW of Karluk, Alaska"
2023-02-18T16:07:38.624Z,2.5,"29 km SSW of Petersville, Alaska"
2023-02-18T16:06:25.630Z,1.73,"17km S of Kettleman City, CA"
2023-02-18T16:05:43.150Z,1.67,"5km WSW of Laytonville, CA"
2023-02-18T16:04:56.160Z,1.24,"95 km W of Adak, Alaska"
2023-02-18T16:04:37.850Z,0.69,"9km WSW of Beaumont, CA"
2023-02-18T15:54:43.150Z,0.77,"10km WNW of The Geysers, CA"
2023-02-18T15:49:09.064Z,4.5,"8 km SSW of Lugu, Taiwan"
2023-02-18T15:47:55.724Z,1.2,"36 km W of Lake Minchumina, Alaska"
2023-02-18T15:40:50.310Z,1.53,"95 km W of Adak, Alaska"
2023-02-18T15:37:33.920Z,0.8,"24 km E of Livengood, Alaska"
2023-02-18T15:35:12.439Z,3.3,"Fox Islands, Aleutian Islands, Alaska"
2023-02-18T15:34:33.880Z,0.45,"28 km ESE of Port Heiden, Alaska"
2023-02-18T15:29:37.020Z,1.6,"10 km E of Fredonia, Arizona"
2023-02-18T15:29:14.089Z,1,"28 km ESE of Denali National Park, Alaska"
