time,mag,place
2023-02-28T16:10:07.696Z,1.3,"7 km S of Funny River, Alaska"
2023-02-28T16:10:02.054Z,2,"65 km E of Lovelock, Nevada"
2023-02-28T16:09:07.704Z,1.1,"10 km W of Point Possession, Alaska"
2023-02-28T16:02:07.460Z,1.47,"10km WSW of Toms Place, CA"
2023-02-28T15:58:42.605Z,4.5,"118 km E of Gerāsh, Iran"
2023-02-28T15:56:42.455Z,4.4,"70 km SSE of Koróni, Greece"
2023-02-28T15:53:44.570Z,1.26,"9km SW of Niland, CA"
2023-02-28T15:53:28.500Z,1.33,"15km WNW of Calipatria, CA"
2023-02-28T15:53:24.423Z,1,"27 km ENE of Herlong, California"
2023-02-28T15:48:37.125Z,2.1,"57 km SSW of Whites City, New Mexico"
2023-02-28T15:48:02.842Z,4.5,"7 km SW of Hasaki, Japan"
2023-02-28T15:42:16.621Z,2.8,"59 km SW of Atka, Alaska"
2023-02-28T15:36:42.420Z,0.72,"8 km SE of Enumclaw, Washington"
2023-02-28T15:34:39.813Z,1.2,"40 km S of Skwentna, Alaska"
2023-02-28T15:28:42.753Z,1.5,"22 km SE of Denali National Park, Alaska"
2023-02-28T15:20:47.627Z,2,"58 km SSW of Whites City, New Mexico"
2023-02-28T15:20:29.320Z,2.51,"0 km SSE of Lluveras, Puerto Rico"
2023-02-28T15:16:39.909Z,4,"7 km W of Kayseri, Turkey"
2023-02-28T15:14:15.820Z,2.89,"66 km N of Tierras Nuevas Poniente, Puerto Rico"
2023-02-28T15:07:59.110Z,1.13,"33 km N of Chignik Lagoon, Alaska"
2023-02-28T14:57:01.690Z,0.79,"8km NW of The Geysers, CA"
2023-02-28T14:53:26.360Z,2.7,"50 km S of Wales, Alaska"
2023-02-28T14:51:04.640Z,0.63,"2km NNE of The Geysers, CA"
2023-02-28T14:49:17.329Z,4.4,"24 km ESE of Göksun, Turkey"
2023-02-28T14:46:51.382Z,5.2,"Western Sichuan, China"
2023-02-28T14:45:18.586Z,1.1,"3 km NNW of Point MacKenzie, Alaska"
2023-02-28T14:42:50.761Z,5.1,"90 km E of Laikit, Laikit II (Dimembe), Indonesia"
2023-02-28T14:42:25.750Z,0.1,"85 km NW of Karluk, Alaska"
2023-02-28T14:39:54.956Z,4.4,"29 km NW of Kahramanmaraş, Turkey"
2023-02-28T14:34:02.167Z,1.6,"75 km NNE of Petersville, Alaska"
2023-02-28T14:32:42.660Z,2.87,"60 km N of Tierras Nuevas Poniente, Puerto Rico"
2023-02-28T14:26:04.089Z,1.9,"85 km NW of Karluk, Alaska"
2023-02-28T14:23:49.696Z,1.4,"63 km ESE of Denali National Park, Alaska"
2023-02-28T14:21:15.860Z,1.81,"22km SE of Pinnacles, CA"
2023-02-28T14:10:34.820Z,0.95,"3 km ESE of Elbe, Washington"
2023-02-28T14:05:43.893Z,4.1,Fiji region
2023-02-28T14:03:37.600Z,0.28,"34 km E of Port Heiden, Alaska"
2023-02-28T14:03:22.640Z,0.28,"35 km E of Port Heiden, Alaska"
2023-02-28T13:59:30.640Z,0.91,"6km NNW of Cholame, CA"
2023-02-28T13:59:02.880Z,-0.42,"66 km ENE of Pedro Bay, Alaska"
2023-02-28T13:58:49.776Z,1.2,"15 km WNW of Glacier View, Alaska"
2023-02-28T13:56:38.920Z,1.61,"8km NW of The Geysers, CA"
2023-02-28T13:56:25.470Z,2.01,"8km NW of The Geysers, CA"
2023-02-28T13:52:47.689Z,1.5,"61 km N of Petersville, Alaska"
2023-02-28T13:50:49.081Z,4.4,Fiji region
2023-02-28T13:43:11.790Z,0.87,Alaska Peninsula
2023-02-28T13:30:51.690Z,3.56,"17km SSW of Trona, CA"
2023-02-28T13:30:26.750Z,1.26,"10km WNW of The Geysers, CA"
2023-02-28T13:29:08.660Z,-0.19,"28 km ESE of Port Heiden, Alaska"
2023-02-28T13:28:48.518Z,1.9,"80 km NE of Ouzinkie, Alaska"
2023-02-28T13:28:19.269Z,2.2,"123 km WSW of Adak, Alaska"
2023-02-28T13:23:48.177Z,1.2,"33 km N of Petersville, Alaska"
2023-02-28T13:23:06.990Z,2.37,"13 km SE of Pāhala, Hawaii"
2023-02-28T13:22:54.657Z,1.7,"41 km SSW of Nanwalek, Alaska"
2023-02-28T13:21:13.120Z,1.49,"89 km W of Adak, Alaska"
2023-02-28T13:19:43.684Z,4,"97 km SW of Arica, Chile"
2023-02-28T13:16:50.467Z,1.3,"6 km S of Healy, Alaska"
2023-02-28T13:15:45.684Z,2,western Texas
2023-02-28T13:15:13.980Z,1.45,"94 km W of Adak, Alaska"
2023-02-28T13:13:42.660Z,0.78,"3km SSW of Anderson Springs, CA"
2023-02-28T13:13:04.280Z,1.57,"89 km W of Adak, Alaska"
2023-02-28T13:12:25.880Z,1.8,"89 km W of Adak, Alaska"
2023-02-28T13:10:27.010Z,1.08,"8km NW of The Geysers, CA"
2023-02-28T12:58:11.580Z,2.37,"15km SW of La Jolla, CA"
2023-02-28T12:56:11.716Z,1.2,"13 km ESE of Eureka Roadhouse, Alaska"
2023-02-28T12:49:44.049Z,1.8,"59 km NNE of Petersville, Alaska"
2023-02-28T12:44:10.640Z,-0.71,"60 km ENE of Pedro Bay, Alaska"
2023-02-28T12:42:56.050Z,0.05,"25 km ESE of Port Heiden, Alaska"
2023-02-28T12:42:15.396Z,4.3,central Turkey
2023-02-28T12:40:22.352Z,1.6,"56 km E of Pedro Bay, Alaska"
2023-02-28T12:35:29.322Z,1.3,"22 km ESE of Denali National Park, Alaska"
2023-02-28T12:31:39.850Z,-0.64,Southern Alaska
2023-02-28T12:31:16.105Z,1.6,"9 km ENE of Chase, Alaska"
2023-02-28T12:28:30.010Z,0.75,"2km NNW of The Geysers, CA"
2023-02-28T12:28:27.850Z,1.2,Alaska Peninsula
2023-02-28T12:27:37.340Z,1.19,"28km SSW of Ocotillo Wells, CA"
2023-02-28T12:27:08.644Z,1.2,"23 km NW of Fishhook, Alaska"
2023-02-28T12:27:05.240Z,3.54,"132 km NNE of Vieques, Puerto Rico"
2023-02-28T12:19:44.086Z,1.4,"51 km SW of Cantwell, Alaska"
2023-02-28T12:18:48.698Z,1.5,"46 km WSW of Skwentna, Alaska"
2023-02-28T12:12:46.390Z,0.97,"6km NNW of The Geysers, CA"
2023-02-28T12:08:03.248Z,1.5,"46 km W of Kalifornsky, Alaska"
2023-02-28T12:07:33.072Z,5.4,Carlsberg Ridge
2023-02-28T12:00:54.180Z,0.36,"13km WNW of Anza, CA"
2023-02-28T11:56:01.275Z,1,"47 km SW of Tanana, Alaska"
2023-02-28T11:43:39.180Z,1.12,"35 km E of Port Heiden, Alaska"
2023-02-28T11:42:47.120Z,0.68,Alaska Peninsula
2023-02-28T11:42:08.550Z,0.93,"8km NW of The Geysers, CA"
2023-02-28T11:41:16.013Z,1.9,"30 km SSW of Akutan, Alaska"
2023-02-28T11:40:43.830Z,1.44,"35 km E of Port Heiden, Alaska"
2023-02-28T11:38:07.010Z,1.17,"5km WNW of Cobb, CA"
2023-02-28T11:36:47.430Z,0.37,"6km WNW of Cobb, CA"
2023-02-28T11:18:10.520Z,0.61,"9km NW of The Geysers, CA"
2023-02-28T11:17:33.780Z,3.58,Puerto Rico region
2023-02-28T11:15:14.856Z,0.9,"83 km ESE of Denali Park, Alaska"
2023-02-28T11:12:09.077Z,5.2,"272 km SSE of Katsuura, Japan"
2023-02-28T10:59:53.230Z,4.44,Puerto Rico region
2023-02-28T10:55:57.440Z,0.54,"12 km NE of Ashford, Washington"
2023-02-28T10:52:17.580Z,0.41,"4km NNW of The Geysers, CA"
2023-02-28T10:51:48.378Z,4.3,Fiji region
2023-02-28T10:51:45.010Z,1.02,"4km NNW of The Geysers, CA"
2023-02-28T10:51:30.329Z,4.5,"80 km SW of Brisas Barra de Suchiate, Mexico"
2023-02-28T10:50:52.178Z,1.9,western Texas
2023-02-28T10:46:34.241Z,1.1,"7 km W of Susitna, Alaska"
2023-02-28T10:43:44.330Z,0.92,"5km E of Beaumont, CA"
2023-02-28T10:32:03.550Z,1.13,"7km NW of The Geysers, CA"
2023-02-28T10:22:31.005Z,2,"22 km SSE of Pedro Bay, Alaska"
2023-02-28T10:20:39.840Z,-0.93,"62 km ENE of Pedro Bay, Alaska"
2023-02-28T10:19:43.070Z,-0.05,"84 km NW of Karluk, Alaska"
2023-02-28T10:19:40.210Z,1.31,"7 km E of Elgin, South Carolina"
2023-02-28T10:18:55.690Z,0.75,"8km NW of The Geysers, CA"
2023-02-28T10:17:53.736Z,1.2,"16 km SSW of Valdez, Alaska"
2023-02-28T10:03:54.330Z,2.45,"4 km SSW of Pāhala, Hawaii"
2023-02-28T10:03:41.690Z,1.05,"4km E of Pinnacles, CA"
2023-02-28T10:03:05.736Z,1.3,"28 km NW of Valdez, Alaska"
2023-02-28T09:53:09.010Z,0.82,"4km W of Cobb, CA"
2023-02-28T09:48:22.200Z,0.76,"8km NW of The Geysers, CA"
2023-02-28T09:46:18.489Z,1.24,"9 km W of Lamont, Oklahoma"
2023-02-28T09:37:25.630Z,0.72,"2km NNW of The Geysers, CA"
2023-02-28T09:36:18.718Z,1.6,"25 km WSW of Nanwalek, Alaska"
2023-02-28T09:18:48.004Z,1.5,"93 km S of McCarthy, Alaska"
2023-02-28T09:17:15.916Z,2.9,"25 km NE of Ambler, Alaska"
2023-02-28T09:13:55.790Z,1,"2 km SE of Trapper Creek, Alaska"
2023-02-28T09:05:30.656Z,4.1,"13 km S of Coquimbo, Chile"
2023-02-28T08:56:53.150Z,-0.5,"61 km ENE of Pedro Bay, Alaska"
2023-02-28T08:53:55.930Z,0.96,"9km SSE of Idyllwild, CA"
2023-02-28T08:49:32.250Z,3.4,Puerto Rico region
2023-02-28T08:42:21.454Z,1.6,"55 km E of Pedro Bay, Alaska"
2023-02-28T08:35:54.460Z,1.18,"24km NNW of Fillmore, CA"
2023-02-28T08:30:42.670Z,1.28,"1km NE of The Geysers, CA"
2023-02-28T08:30:09.290Z,0.83,"6km NW of The Geysers, CA"
2023-02-28T08:27:56.050Z,0.71,"8km WNW of Cobb, CA"
2023-02-28T08:24:32.670Z,1.25,"10 km S of Calumet, Oklahoma"
2023-02-28T08:20:56.796Z,2.2,Alaska Peninsula
2023-02-28T08:15:31.260Z,2.3900001,"3 km SW of Pāhala, Hawaii"
2023-02-28T08:08:44.403Z,1.3,Central Alaska
2023-02-28T08:07:27.511Z,2.6,"25 km ESE of Nelson Lagoon, Alaska"
2023-02-28T08:01:00.610Z,0.28,"85 km NW of Karluk, Alaska"
2023-02-28T07:59:16.580Z,1.06,"8km WNW of Cobb, CA"
2023-02-28T07:57:42.344Z,1.5,"34 km N of Skwentna, Alaska"
2023-02-28T07:54:21.160Z,1.08,"8km NW of The Geysers, CA"
2023-02-28T07:43:03.711Z,3.1,"231 km SSE of Sand Point, Alaska"
2023-02-28T07:34:32.710Z,0.88,"3 km N of Cole, Oklahoma"
2023-02-28T07:27:48.030Z,1.01,"3km W of Cobb, CA"
2023-02-28T07:26:37.689Z,1.16,"10 km W of Lamont, Oklahoma"
2023-02-28T07:26:07.386Z,4.2,"15 km SE of Picton, New Zealand"
2023-02-28T07:21:17.190Z,2.2,"13km NE of Milpitas, CA"
2023-02-28T07:17:08.100Z,1.01,"8km NW of The Geysers, CA"
2023-02-28T07:12:50.909Z,1.09,"3 km NNE of Cole, Oklahoma"
2023-02-28T07:11:49.050Z,-0.32,"85 km NW of Karluk, Alaska"
2023-02-28T07:04:38.446Z,1.2,"27 km E of Denali Park, Alaska"
2023-02-28T07:03:14.260Z,-0.55,"64 km ENE of Pedro Bay, Alaska"
2023-02-28T06:59:25.660Z,1.11,"4km W of Cobb, CA"
2023-02-28T06:53:08.758Z,1.8,"33 km SE of Mina, Nevada"
2023-02-28T06:45:40.707Z,1.3,"38 km SE of Knik River, Alaska"
2023-02-28T06:36:44.789Z,1.2,"15 km N of Meadow Lakes, Alaska"
2023-02-28T06:35:11.773Z,1.7,"60 km WNW of Anchor Point, Alaska"
2023-02-28T06:35:01.976Z,1.9,"54 km SSW of Whites City, New Mexico"
2023-02-28T06:33:53.290Z,3.22,"3 km NNW of San Juan, Puerto Rico"
2023-02-28T06:26:47.759Z,1.8,"27 km ESE of Port Heiden, Alaska"
2023-02-28T06:26:24.167Z,2.5,"172 km SE of Akutan, Alaska"
2023-02-28T06:25:38.860Z,0.23,Alaska Peninsula
2023-02-28T06:25:14.503Z,1.9,"56 km S of Whites City, New Mexico"
2023-02-28T06:20:56.482Z,2.6,"38 km E of Pedro Bay, Alaska"
2023-02-28T06:08:52.530Z,-0.62,"66 km ENE of Pedro Bay, Alaska"
2023-02-28T05:55:53.750Z,-0.39,Alaska Peninsula
2023-02-28T05:21:18.555Z,1.3,"9 km ENE of Point Possession, Alaska"
2023-02-28T05:20:33.370Z,1.2,"Southern Yukon Territory, Canada"
2023-02-28T05:10:57.590Z,0.72,"4km NW of The Geysers, CA"
2023-02-28T05:06:08.030Z,0.76,"5km WNW of The Geysers, CA"
2023-02-28T05:04:06.030Z,0.99,"30 km ESE of Port Heiden, Alaska"
2023-02-28T05:02:31.330Z,1.85,"22km SSW of La Quinta, CA"
2023-02-28T04:58:17.588Z,2.3,western Texas
2023-02-28T04:57:41.620Z,0.71,"45 km NNE of Alta, Wyoming"
2023-02-28T04:54:38.215Z,4.4,"102 km NNE of Calama, Chile"
2023-02-28T04:49:55.070Z,4.9,"69 km S of Castro Barros, Argentina"
2023-02-28T04:49:38.961Z,1.5,"63 km WNW of Nanwalek, Alaska"
2023-02-28T04:38:10.230Z,1.2,"92 km W of Adak, Alaska"
2023-02-28T04:35:14.061Z,1.6,"45 km SSW of Skwentna, Alaska"
2023-02-28T04:31:11.200Z,0.82,"4km NW of The Geysers, CA"
2023-02-28T04:20:59.239Z,5.2,"61 km W of Murghob, Tajikistan"
2023-02-28T04:18:11.670Z,0.92,"2km NW of Loma Linda, CA"
2023-02-28T04:17:37.730Z,1.01,"9km N of Banning, CA"
2023-02-28T04:13:38.330Z,1.8,"65 km ENE of Pedro Bay, Alaska"
2023-02-28T04:06:59.420Z,-0.54,"62 km ENE of Pedro Bay, Alaska"
2023-02-28T04:05:33.790Z,1.42,"2km WNW of The Geysers, CA"
2023-02-28T04:05:13.360Z,1.09,"5km WNW of The Geysers, CA"
2023-02-28T04:03:52.840Z,0.7,"10km NW of The Geysers, CA"
2023-02-28T04:00:56.290Z,0.73,"1km ESE of The Geysers, CA"
2023-02-28T04:00:51.494Z,2.9,"247 km ESE of Chiniak, Alaska"
2023-02-28T03:58:35.070Z,1.07,"6km WNW of The Geysers, CA"
2023-02-28T03:56:53.700Z,0.81,"5km WNW of The Geysers, CA"
2023-02-28T03:55:10.857Z,4.7,"17 km NNE of Hasaki, Japan"
2023-02-28T03:50:16.860Z,2.7,"1 km SE of Guayanilla, Puerto Rico"
2023-02-28T03:45:29.420Z,0.5,"5km WNW of The Geysers, CA"
2023-02-28T03:42:31.950Z,0.91,"5km WNW of The Geysers, CA"
2023-02-28T03:40:27.510Z,0.36,"34 km E of Port Heiden, Alaska"
2023-02-28T03:38:35.810Z,1.32,"5km WNW of The Geysers, CA"
2023-02-28T03:37:58.210Z,0.74,"5km WNW of The Geysers, CA"
2023-02-28T03:37:08.490Z,1.37,"5km WNW of The Geysers, CA"
2023-02-28T03:36:34.140Z,2.92,"5km WNW of The Geysers, CA"
2023-02-28T03:32:16.260Z,1.57,"5km WNW of The Geysers, CA"
2023-02-28T03:32:08.280Z,0.75,"5km WNW of The Geysers, CA"
2023-02-28T03:31:00.440Z,0.63,"34 km E of Port Heiden, Alaska"
2023-02-28T03:29:16.364Z,1.9,"32 km E of Port Heiden, Alaska"
2023-02-28T03:23:35.340Z,1.61,Oklahoma
2023-02-28T03:19:53.910Z,2.21,"3 km S of Pāhala, Hawaii"
2023-02-28T03:19:27.970Z,0.27,"29 km E of Port Heiden, Alaska"
2023-02-28T03:08:59.750Z,0.42,"17 km E of Hebgen Lake Estates, Montana"
2023-02-28T03:06:20.242Z,2.2,"49 km NW of Toyah, Texas"
2023-02-28T03:02:18.260Z,1.51,"15km ESE of Little Lake, CA"
2023-02-28T02:58:43.614Z,1.3,"73 km WSW of Cantwell, Alaska"
2023-02-28T02:58:39.076Z,4.1,"13 km NNW of Upahuacho, Peru"
2023-02-28T02:55:38.198Z,1.2,"126 km SSE of Prudhoe Bay, Alaska"
2023-02-28T02:55:29.397Z,4.4,"eastern New Guinea region, Papua New Guinea"
2023-02-28T02:47:10.972Z,1.8,"38 km NW of Beluga, Alaska"
2023-02-28T02:43:40.180Z,-0.48,"84 km NW of Karluk, Alaska"
2023-02-28T02:43:26.950Z,-0.13,"84 km NW of Karluk, Alaska"
2023-02-28T02:43:02.930Z,-0.63,"85 km NW of Karluk, Alaska"
2023-02-28T02:39:11.840Z,0.37,"35 km E of Port Heiden, Alaska"
2023-02-28T02:38:06.943Z,1.4,"20 km WSW of Healy, Alaska"
2023-02-28T02:38:02.340Z,0.64,"6km WNW of Cobb, CA"
2023-02-28T02:36:07.710Z,0.92,"4km WNW of The Geysers, CA"
2023-02-28T02:25:02.246Z,1.6,"45 km W of Clear, Alaska, Alaska"
2023-02-28T02:18:59.255Z,4.2,"11 km S of Yeşilyurt, Turkey"
2023-02-28T02:18:04.500Z,3.15,"17km S of Trona, CA"
2023-02-28T02:17:59.370Z,1.26,"6km SSE of Portola Valley, CA"
2023-02-28T02:09:45.900Z,0.77,"27 km ESE of Port Heiden, Alaska"
2023-02-28T02:09:10.100Z,1.1,Alaska Peninsula
2023-02-28T02:02:55.742Z,1.2,"20 km SE of Point Possession, Alaska"
2023-02-28T01:53:21.270Z,0.25,"36 km E of Port Heiden, Alaska"
2023-02-28T01:50:05.790Z,-0.24,"84 km NW of Karluk, Alaska"
2023-02-28T01:48:24.520Z,4.2,"108 km SW of Iquique, Chile"
2023-02-28T01:45:21.822Z,4.1,"113 km SW of Iquique, Chile"
2023-02-28T01:44:54.353Z,2.9,"34 km SE of Malaga, New Mexico"
2023-02-28T01:40:54.040Z,2.16,"0 km SSE of Volcano, Hawaii"
2023-02-28T01:36:54.314Z,4.1,"84 km W of Murghob, Tajikistan"
2023-02-28T01:36:29.540Z,-0.11,"85 km NW of Karluk, Alaska"
2023-02-28T01:28:11.430Z,0.92,"2km NW of Blackhawk, CA"
2023-02-28T01:25:43.402Z,1.1,Southern Alaska
2023-02-28T01:20:39.804Z,1.5,"54 km WNW of Anchor Point, Alaska"
2023-02-28T01:20:25.610Z,0.92,"4km NNE of Cabazon, CA"
2023-02-28T00:48:14.690Z,0.03,Alaska Peninsula
2023-02-28T00:48:07.210Z,-0.13,Alaska Peninsula
2023-02-28T00:46:18.168Z,1.7,"15 km SSW of Schurz, Nevada"
2023-02-28T00:45:42.580Z,0.27,"10km WNW of The Geysers, CA"
2023-02-28T00:41:17.360Z,1.6,"69 km WNW of Beluga, Alaska"
2023-02-28T00:38:31.302Z,1.4,"45 km WSW of Aleneva, Alaska"
2023-02-28T00:35:28.844Z,2.2,"36 km NNW of Toyah, Texas"
2023-02-28T00:35:28.837Z,2.2,"36 km NNW of Toyah, Texas"
2023-02-28T00:33:30.427Z,1.4,"16 km E of Ferry, Alaska"
2023-02-28T00:28:32.689Z,1.4,"23 km WNW of Happy Valley, Alaska"
2023-02-28T00:28:24.213Z,1.5,"49 km W of Anchor Point, Alaska"
2023-02-28T00:27:26.550Z,-0.89,"32 km ESE of Port Heiden, Alaska"
2023-02-28T00:26:57.510Z,0.18,Alaska Peninsula
2023-02-28T00:25:55.296Z,4.1,"Bonin Islands, Japan region"
2023-02-28T00:25:30.360Z,2.5,"6km WNW of Toms Place, CA"
2023-02-28T00:22:44.166Z,1.6,"71 km NW of Ninilchik, Alaska"
2023-02-28T00:20:19.413Z,1.1,"86 km NW of Karluk, Alaska"
2023-02-28T00:15:24.210Z,2.04,"10 km ENE of Sprague, Washington"
2023-02-28T00:14:03.539Z,1.7,"27 km NE of Akhiok, Alaska"
2023-02-28T00:13:28.210Z,1.64,"4km NW of Boron, CA"
2023-02-28T00:03:15.270Z,0.66,"6km S of Idyllwild, CA"
2023-02-28T00:01:54.311Z,4.4,"84 km WSW of Murghob, Tajikistan"
2023-02-27T23:47:41.899Z,4.5,"150 km N of Calama, Chile"
2023-02-27T23:38:28.990Z,1.4,"15 km NNE of Soda Springs, California"
2023-02-27T23:31:11.908Z,1.7,"29 km W of Salamatof, Alaska"
2023-02-27T23:30:43.690Z,0.5,"7km WNW of The Geysers, CA"
2023-02-27T23:27:29.920Z,0.32,"34 km E of Port Heiden, Alaska"
2023-02-27T23:21:59.604Z,1.4,Southern Alaska
2023-02-27T23:18:25.730Z,1.16,"16km W of Searles Valley, CA"
2023-02-27T23:18:04.370Z,0.92,"4km ENE of Yucaipa, CA"
2023-02-27T23:17:01.670Z,1.17,"9km WSW of Toms Place, CA"
2023-02-27T23:15:32.619Z,1.3,"32 km WNW of Valdez, Alaska"
2023-02-27T23:14:34.190Z,1.91999996,"0 km NE of Volcano, Hawaii"
2023-02-27T23:13:34.058Z,1.4,"22 km E of Whittier, Alaska"
2023-02-27T23:06:46.190Z,-0.53,Alaska Peninsula
2023-02-27T23:05:39.480Z,0.6,"8 km NNW of Howell, Utah"
2023-02-27T23:00:57.039Z,1.11,"15 km SSE of Waynoka, Oklahoma"
2023-02-27T22:59:39.900Z,-0.24,"31 km ESE of Port Heiden, Alaska"
2023-02-27T22:58:07.420Z,2.53,"7 km NE of Pāhala, Hawaii"
2023-02-27T22:47:21.010Z,0.84,"7km WNW of Cobb, CA"
2023-02-27T22:45:45.710Z,0.17,"37 km NNE of Amboy, Washington"
2023-02-27T22:42:41.791Z,1.7,"29 km W of Anchor Point, Alaska"
2023-02-27T22:40:45.860Z,0.46,"9km WNW of Cobb, CA"
2023-02-27T22:35:22.273Z,4.1,"59 km SSW of Jurm, Afghanistan"
2023-02-27T22:33:26.220Z,0.28,Alaska Peninsula
2023-02-27T22:32:06.610Z,-0.3,"85 km NW of Karluk, Alaska"
2023-02-27T22:29:25.890Z,-0.36,"64 km ENE of Pedro Bay, Alaska"
2023-02-27T22:25:51.460Z,-0.62,"85 km NW of Karluk, Alaska"
2023-02-27T22:24:10.690Z,3.09,"11 km SSW of Esperanza, Puerto Rico"
2023-02-27T22:19:00.973Z,2.1,"86 km NW of Karluk, Alaska"
2023-02-27T22:10:40.320Z,2.23,"13 km SE of Pāhala, Hawaii"
2023-02-27T22:10:29.858Z,1.3,"5 km ESE of Unalaska, Alaska"
2023-02-27T22:03:16.360Z,0.26,"85 km NW of Karluk, Alaska"
2023-02-27T21:57:09.850Z,-0.19,"87 km NW of Karluk, Alaska"
2023-02-27T21:54:18.548Z,2.5,"39 km E of Pedro Bay, Alaska"
2023-02-27T21:50:10.772Z,4.5,"85 km SSW of Anacapri, Italy"
2023-02-27T21:48:49.920Z,0.54,"27 km S of Morton, Washington"
2023-02-27T21:45:16.000Z,-0.78,"85 km NW of Karluk, Alaska"
2023-02-27T21:37:34.030Z,0.49,"13km WNW of Anza, CA"
2023-02-27T21:37:16.905Z,1.6,"34 km SW of Skwentna, Alaska"
2023-02-27T21:36:50.568Z,4.5,"200 km NNW of Arawa, Papua New Guinea"
2023-02-27T21:35:42.944Z,2.5,"150 km SE of Akutan, Alaska"
2023-02-27T21:32:41.460Z,0.94,"2km N of The Geysers, CA"
2023-02-27T21:19:51.363Z,1.1,"48 km NW of Petersville, Alaska"
2023-02-27T21:18:03.568Z,2.6,"55 km S of Whites City, New Mexico"
2023-02-27T21:16:29.914Z,2.4,"50 km NW of Toyah, Texas"
2023-02-27T21:15:25.030Z,1.91,"10 km E of Terrebonne, Oregon"
2023-02-27T21:14:54.010Z,0.99,"7km NW of The Geysers, CA"
2023-02-27T21:07:49.520Z,1.1,"49 km ENE of Whittier, Alaska"
2023-02-27T21:00:41.330Z,1.03,"34 km E of Port Heiden, Alaska"
2023-02-27T20:58:48.000Z,-0.29,"84 km NNW of Karluk, Alaska"
2023-02-27T20:56:33.942Z,0.9,"20 km NNE of Fishhook, Alaska"
2023-02-27T20:52:35.660Z,4.7,"76 km NNE of Calama, Chile"
2023-02-27T20:44:54.259Z,1.2,"1 km NE of Big Lake, Alaska"
2023-02-27T20:37:05.820Z,1.13,"27 km ESE of Port Heiden, Alaska"
2023-02-27T20:33:28.780Z,0.53,"18km NW of Parkfield, CA"
2023-02-27T20:31:16.742Z,1,"29 km SW of Glacier View, Alaska"
2023-02-27T20:26:51.430Z,1.09,"6km NNW of The Geysers, CA"
2023-02-27T20:18:59.320Z,2.4,"21 km WNW of Petersville, Alaska"
2023-02-27T20:14:38.468Z,1.4,"10 km E of Fox, Alaska"
2023-02-27T19:44:10.838Z,1.6,"47 km WSW of Unalaska, Alaska"
2023-02-27T19:39:42.490Z,2.31,"7 km SE of Maria Antonia, Puerto Rico"
2023-02-27T19:37:25.390Z,1.77,"1km SSE of Ridgemark, CA"
2023-02-27T19:36:03.093Z,4.5,"128 km N of Murghob, Tajikistan"
2023-02-27T19:34:05.058Z,1.7,"85 km NW of Karluk, Alaska"
2023-02-27T19:20:59.330Z,-0.06,"25 km ESE of Port Heiden, Alaska"
2023-02-27T19:18:14.215Z,2.3,"51 km ENE of Pedro Bay, Alaska"
2023-02-27T19:13:32.410Z,2.2,"3km SE of The Geysers, CA"
2023-02-27T19:11:25.370Z,1.51,"19km SE of Bodfish, CA"
2023-02-27T19:06:20.150Z,-0.08,"85 km NW of Karluk, Alaska"
2023-02-27T19:02:47.640Z,-0.08,Alaska Peninsula
2023-02-27T18:56:09.265Z,4.6,"64 km SSE of Ōfunato, Japan"
2023-02-27T18:55:45.257Z,2.5,Southeastern Alaska
2023-02-27T18:54:36.826Z,2.2,"90 km WNW of Yakutat, Alaska"
2023-02-27T18:46:06.627Z,5.3,near the coast of Nicaragua
2023-02-27T18:45:46.630Z,1.87,"2 km SSW of Pāhala, Hawaii"
2023-02-27T18:44:33.656Z,2.2,"52 km S of Whites City, New Mexico"
2023-02-27T18:35:41.510Z,1.34,"3km NE of Ocotillo Wells, CA"
2023-02-27T18:34:30.900Z,-0.02,Alaska Peninsula
2023-02-27T18:33:22.340Z,1.19,"6km WNW of Cobb, CA"
2023-02-27T18:31:41.660Z,1.73,"5km W of Ukiah, CA"
2023-02-27T18:31:30.780Z,2.07,"10 km E of Pāhala, Hawaii"
2023-02-27T18:27:56.700Z,1.86,"Island of Hawaii, Hawaii"
2023-02-27T18:17:45.190Z,0.19,"22 km W of Dutch Harbor, Alaska"
2023-02-27T18:10:45.460Z,-0.52,"64 km ENE of Pedro Bay, Alaska"
2023-02-27T17:54:18.585Z,2.3,"51 km NW of Toyah, Texas"
2023-02-27T17:48:30.370Z,0.7,"0km NNE of Cabazon, CA"
2023-02-27T17:42:23.020Z,0.78,"7km NW of The Geysers, CA"
2023-02-27T17:35:17.412Z,2.2,"45 km ENE of Pedro Bay, Alaska"
2023-02-27T17:29:31.181Z,1.7,"9 km NW of Fritz Creek, Alaska"
2023-02-27T17:28:21.981Z,2.3,"45 km SE of Port Graham, Alaska"
2023-02-27T17:25:34.910Z,1.89,"19km NNW of Tehachapi, CA"
2023-02-27T17:24:53.790Z,2.9,"61 km SW of Sand Point, Alaska"
2023-02-27T17:21:50.332Z,1.1,"23 km WSW of Anchorage, Alaska"
2023-02-27T17:20:42.680Z,1.09,"8km NW of The Geysers, CA"
2023-02-27T17:15:45.840Z,1.5,"14 km SSE of Susitna North, Alaska"
2023-02-27T17:13:30.700Z,-0.04,"22 km W of Dutch Harbor, Alaska"
2023-02-27T17:12:57.800Z,0.58,"7km WNW of Cobb, CA"
2023-02-27T17:11:54.870Z,0.4,"22 km W of Dutch Harbor, Alaska"
